ElectionName,LocalityName,LocalityCode,RaceName,NumberOfSeats,BallotName,Percentage,Votes,PoliticalParty
2015 November General,AMHERST COUNTY,009,Member Board of Supervisors (DISTRICT 1),1,Donald W. Kidd,45.86%,654,
2015 November General,AMHERST COUNTY,009,Member Board of Supervisors (DISTRICT 1),1,Write In,1.47%,21,
2015 November General,AMHERST COUNTY,009,Member Board of Supervisors (DISTRICT 3),1,Lemuel J. Ayers III,73.81%,1130,
2015 November General,AMHERST COUNTY,009,Member Board of Supervisors (DISTRICT 3),1,Write In,26.19%,401,
2015 November General,AMHERST COUNTY,009,Member Board of Supervisors (DISTRICT 4),1,"David W. Pugh, Jr.",90.95%,1095,
2015 November General,AMHERST COUNTY,009,Member Board of Supervisors (DISTRICT 4),1,Write In,9.05%,109,
2015 November General,APPOMATTOX COUNTY,011,Clerk of Court (APPOMATTOX COUNTY),1,Janet A. Robertson Hix,99.55%,1758,
2015 November General,APPOMATTOX COUNTY,011,Clerk of Court (APPOMATTOX COUNTY),1,Write In,0.45%,8,
2015 November General,APPOMATTOX COUNTY,011,Member Senate of Virginia (022),1,"Thomas A. Garrett, Jr.",98.09%,1592,Republican
2015 November General,APPOMATTOX COUNTY,011,Member Senate of Virginia (022),1,Write In,1.91%,31,Write-In
2015 November General,APPOMATTOX COUNTY,011,Member House of Delegates (059),1,C. Matthew Fariss,97.89%,1578,Republican
2015 November General,APPOMATTOX COUNTY,011,Member House of Delegates (059),1,Write In,2.11%,34,Write-In
2015 November General,APPOMATTOX COUNTY,011,Commonwealth's Attorney (APPOMATTOX COUNTY),1,Darrel W. Puckett,97.37%,1628,
2015 November General,APPOMATTOX COUNTY,011,Commonwealth's Attorney (APPOMATTOX COUNTY),1,Write In,2.63%,44,
2015 November General,APPOMATTOX COUNTY,011,Sheriff (APPOMATTOX COUNTY),1,Barry E. Letterman,98.44%,1762,
2015 November General,APPOMATTOX COUNTY,011,Sheriff (APPOMATTOX COUNTY),1,Write In,1.56%,28,
2015 November General,APPOMATTOX COUNTY,011,Commissioner of Revenue (APPOMATTOX COUNTY),1,Sara R. Henderson,99.02%,1726,
2015 November General,APPOMATTOX COUNTY,011,Commissioner of Revenue (APPOMATTOX COUNTY),1,Write In,0.98%,17,
2015 November General,APPOMATTOX COUNTY,011,Treasurer (APPOMATTOX COUNTY),1,Alice F. Gillette,99.37%,1747,
2015 November General,APPOMATTOX COUNTY,011,Treasurer (APPOMATTOX COUNTY),1,Write In,0.63%,11,
2015 November General,APPOMATTOX COUNTY,011,Soil and Water Conservation Director Robert E. Lee District (APPOMATTOX COUNTY),2,Robert F. Martin,45.03%,1138,
2015 November General,APPOMATTOX COUNTY,011,Soil and Water Conservation Director Robert E. Lee District (APPOMATTOX COUNTY),2,"Paul W. Spiggle, Sr.",53.86%,1361,
2015 November General,APPOMATTOX COUNTY,011,Soil and Water Conservation Director Robert E. Lee District (APPOMATTOX COUNTY),2,Write In,1.11%,28,
2015 November General,APPOMATTOX COUNTY,011,Member Board of Supervisors (APPOMATTOX RIVER DISTRICT),1,William H. Hogan,90.04%,253,
2015 November General,APPOMATTOX COUNTY,011,Member Board of Supervisors (APPOMATTOX RIVER DISTRICT),1,Write In,9.96%,28,
2015 November General,APPOMATTOX COUNTY,011,Member Board of Supervisors (FALLING RIVER DISTRICT),1,"F. L. ""Freddy"" Godsey",38.46%,180,
2015 November General,APPOMATTOX COUNTY,011,Member Board of Supervisors (FALLING RIVER DISTRICT),1,Chad E. Millner,60.90%,285,
2015 November General,APPOMATTOX COUNTY,011,Member Board of Supervisors (FALLING RIVER DISTRICT),1,Write In,0.64%,3,
2015 November General,APPOMATTOX COUNTY,011,Member Board of Supervisors (WRECK ISLAND DISTRICT),1,Bryan A. Moody,98.84%,340,
2015 November General,APPOMATTOX COUNTY,011,Member Board of Supervisors (WRECK ISLAND DISTRICT),1,Write In,1.16%,4,
2015 November General,APPOMATTOX COUNTY,011,Member School Board (APPOMATTOX RIVER DISTRICT),1,Wendy Hageman Smith,94.57%,348,
2015 November General,APPOMATTOX COUNTY,011,Member School Board (APPOMATTOX RIVER DISTRICT),1,Write In,5.43%,20,
2015 November General,APPOMATTOX COUNTY,011,Member School Board (FALLING RIVER DISTRICT),1,Bobby K. Waddell,96.16%,401,
2015 November General,APPOMATTOX COUNTY,011,Member School Board (FALLING RIVER DISTRICT),1,Write In,3.84%,16,
2015 November General,APPOMATTOX COUNTY,011,Member School Board (WRECK ISLAND DISTRICT),1,Cynthia L. Hall,42.33%,69,
2015 November General,APPOMATTOX COUNTY,011,Member School Board (WRECK ISLAND DISTRICT),1,Write In,57.67%,94,
2015 November General,APPOMATTOX COUNTY,011,Referendum on Food and Beverage Tax (APPOMATTOX COUNTY),1,Yes,32.36%,612,
2015 November General,APPOMATTOX COUNTY,011,Referendum on Food and Beverage Tax (APPOMATTOX COUNTY),1,No,67.64%,1279,
2015 November General,ARLINGTON COUNTY,013,Member Senate of Virginia (030),1,Adam P. Ebbin,79.41%,6075,Democratic
2015 November General,ARLINGTON COUNTY,013,Member Senate of Virginia (030),1,J. Ron Fisher,18.81%,1439,Independent Green
2015 November General,ARLINGTON COUNTY,013,Member Senate of Virginia (030),1,Write In,1.78%,136,Write-In
2015 November General,ARLINGTON COUNTY,013,Member Senate of Virginia (031),1,Barbara A. Favola,74.46%,14597,Democratic
2015 November General,ARLINGTON COUNTY,013,Member Senate of Virginia (031),1,George V. Forakis,25.26%,4953,Republican
2015 November General,ARLINGTON COUNTY,013,Member Senate of Virginia (031),1,Write In,0.28%,55,Write-In
2015 November General,ARLINGTON COUNTY,013,Member Senate of Virginia (032),1,Janet D. Howell,96.18%,7272,Democratic
2015 November General,ARLINGTON COUNTY,013,Member Senate of Virginia (032),1,Write In,3.82%,289,Write-In
2015 November General,ARLINGTON COUNTY,013,Member House of Delegates (045),1,Mark H. Levine,95.37%,2473,Democratic
2015 November General,ARLINGTON COUNTY,013,Member House of Delegates (045),1,Write In,4.63%,120,Write-In
2015 November General,ARLINGTON COUNTY,013,Member House of Delegates (047),1,Patrick A. Hope,77.41%,11656,Democratic
2015 November General,ARLINGTON COUNTY,013,Member House of Delegates (047),1,Janet H. Murphy,21.79%,3281,Independent
2015 November General,ARLINGTON COUNTY,013,Member House of Delegates (047),1,Write In,0.80%,120,Write-In
2015 November General,ARLINGTON COUNTY,013,Member House of Delegates (048),1,"R. C. ""Rip"" Sullivan Jr.",95.95%,8377,Democratic
2015 November General,ARLINGTON COUNTY,013,Member House of Delegates (048),1,Write In,4.05%,354,Write-In
2015 November General,ARLINGTON COUNTY,013,Member House of Delegates (049),1,Alfonso H. Lopez,95.44%,6105,Democratic
2015 November General,ARLINGTON COUNTY,013,Member House of Delegates (049),1,Write In,4.56%,292,Write-In
2015 November General,ARLINGTON COUNTY,013,Clerk of Court (ARLINGTON COUNTY-FALLS CHURCH CITY),1,Paul F. Ferguson,97.80%,30183,
2015 November General,ARLINGTON COUNTY,013,Clerk of Court (ARLINGTON COUNTY-FALLS CHURCH CITY),1,Write In,2.20%,680,
2015 November General,ARLINGTON COUNTY,013,Commonwealth's Attorney (ARLINGTON COUNTY-FALLS CHURCH CITY),1,Theo K. Stamos,97.57%,30068,
2015 November General,ARLINGTON COUNTY,013,Commonwealth's Attorney (ARLINGTON COUNTY-FALLS CHURCH CITY),1,Write In,2.43%,750,
2015 November General,ARLINGTON COUNTY,013,Sheriff (ARLINGTON COUNTY),1,"Elizabeth F. ""Beth"" Arthur",97.63%,30446,
2015 November General,ARLINGTON COUNTY,013,Sheriff (ARLINGTON COUNTY),1,Write In,2.37%,738,
2015 November General,ARLINGTON COUNTY,013,Commissioner of Revenue (ARLINGTON COUNTY),1,Ingrid H. Morroy,97.74%,29836,
2015 November General,ARLINGTON COUNTY,013,Commissioner of Revenue (ARLINGTON COUNTY),1,Write In,2.26%,691,
2015 November General,ARLINGTON COUNTY,013,Treasurer (ARLINGTON COUNTY),1,Carla F. de la Pava,97.57%,29746,
2015 November General,ARLINGTON COUNTY,013,Treasurer (ARLINGTON COUNTY),1,Write In,2.43%,742,
2015 November General,ARLINGTON COUNTY,013,Member County Board (ARLINGTON COUNTY),2,"Kate  A. ""Katie"" Cristol",34.44%,23159,
2015 November General,ARLINGTON COUNTY,013,Member County Board (ARLINGTON COUNTY),2,Christian E. Dorsey,35.71%,24013,
2015 November General,ARLINGTON COUNTY,013,Member County Board (ARLINGTON COUNTY),2,Audrey R. Clement,10.05%,6761,
2015 November General,ARLINGTON COUNTY,013,Member County Board (ARLINGTON COUNTY),2,Michael T. McMenamin,19.03%,12796,
2015 November General,ARLINGTON COUNTY,013,Member County Board (ARLINGTON COUNTY),2,Write In,0.78%,522,
2015 November General,ARLINGTON COUNTY,013,Member School Board (ARLINGTON COUNTY),1,Reid S. Goldstein,78.06%,24770,
2015 November General,ARLINGTON COUNTY,013,Member School Board (ARLINGTON COUNTY),1,"B. A. ""Brooklyn"" Kinlay",19.85%,6299,
2015 November General,ARLINGTON COUNTY,013,Member School Board (ARLINGTON COUNTY),1,Write In,2.09%,662,
2015 November General,AUGUSTA COUNTY,015,Member Senate of Virginia (024),1,"Emmett W. Hanger, Jr.",98.85%,16045,Republican
2015 November General,AUGUSTA COUNTY,015,Member Senate of Virginia (024),1,Write In,1.15%,186,Write-In
2015 November General,AUGUSTA COUNTY,015,Member House of Delegates (020),1,"Richard P. ""Dickie"" Bell",83.72%,4922,Republican
2015 November General,AUGUSTA COUNTY,015,Member House of Delegates (020),1,William M. Hammer,15.94%,937,Libertarian
2015 November General,AUGUSTA COUNTY,015,Member House of Delegates (020),1,Write In,0.34%,20,Write-In
2015 November General,AUGUSTA COUNTY,015,Member House of Delegates (024),1,Ellen M. Arthur,19.35%,782,Democratic
2015 November General,AUGUSTA COUNTY,015,Member House of Delegates (024),1,Ben L. Cline,80.55%,3256,Republican
2015 November General,AUGUSTA COUNTY,015,Member House of Delegates (024),1,Write In,0.10%,4,Write-In
2015 November General,AUGUSTA COUNTY,015,Member House of Delegates (025),1,Angela M. Lynn,21.64%,1688,Democratic
2015 November General,AUGUSTA COUNTY,015,Member House of Delegates (025),1,"R. Steven ""Steve"" Landes",78.29%,6107,Republican
2015 November General,AUGUSTA COUNTY,015,Member House of Delegates (025),1,Write In,0.06%,5,Write-In
2015 November General,AUGUSTA COUNTY,015,Clerk of Court (AUGUSTA COUNTY),1,Carol M. Brydge,99.54%,13785,
2015 November General,AUGUSTA COUNTY,015,Clerk of Court (AUGUSTA COUNTY),1,Write In,0.46%,64,
2015 November General,AUGUSTA COUNTY,015,Commonwealth's Attorney (AUGUSTA COUNTY),1,Tim A. Martin,62.62%,10824,
2015 November General,AUGUSTA COUNTY,015,Commonwealth's Attorney (AUGUSTA COUNTY),1,A. Lee Ervin,37.28%,6445,
2015 November General,AUGUSTA COUNTY,015,Commonwealth's Attorney (AUGUSTA COUNTY),1,Write In,0.10%,17,
2015 November General,AUGUSTA COUNTY,015,Sheriff (AUGUSTA COUNTY),1,Derek Todd Almarode,22.17%,4114,
2015 November General,AUGUSTA COUNTY,015,Sheriff (AUGUSTA COUNTY),1,Neil T. Kester,21.55%,3999,
2015 November General,AUGUSTA COUNTY,015,Sheriff (AUGUSTA COUNTY),1,Todd P. Lloyd,21.94%,4072,
2015 November General,AUGUSTA COUNTY,015,Sheriff (AUGUSTA COUNTY),1,Donald L. Smith,34.28%,6362,
2015 November General,AUGUSTA COUNTY,015,Sheriff (AUGUSTA COUNTY),1,Write In,0.06%,12,
2015 November General,AUGUSTA COUNTY,015,Commissioner of Revenue (AUGUSTA COUNTY),1,W. Jean Shrewsbury,99.59%,15630,
2015 November General,AUGUSTA COUNTY,015,Commissioner of Revenue (AUGUSTA COUNTY),1,Write In,0.41%,64,
2015 November General,AUGUSTA COUNTY,015,Treasurer (AUGUSTA COUNTY),1,Richard T. Homes,99.53%,14975,
2015 November General,AUGUSTA COUNTY,015,Treasurer (AUGUSTA COUNTY),1,Write In,0.47%,70,
2015 November General,AUGUSTA COUNTY,015,Soil and Water Conservation Director Headwaters District (AUGUSTA COUNTY),2,Otis P. Bilkins,38.74%,7500,
2015 November General,AUGUSTA COUNTY,015,Soil and Water Conservation Director Headwaters District (AUGUSTA COUNTY),2,Charles C. Schooley,60.98%,11805,
2015 November General,AUGUSTA COUNTY,015,Soil and Water Conservation Director Headwaters District (AUGUSTA COUNTY),2,Write In,0.27%,53,
2015 November General,AUGUSTA COUNTY,015,Member Board of Supervisors - 2 Year Term (BEVERLEY MANOR DISTRICT),1,"Terry L. Kelley, Jr.",95.96%,1569,
2015 November General,AUGUSTA COUNTY,015,Member Board of Supervisors - 2 Year Term (BEVERLEY MANOR DISTRICT),1,Write In,4.04%,66,
2015 November General,AUGUSTA COUNTY,015,Member Board of Supervisors - 2 Year Term (MIDDLE RIVER DISTRICT),1,Gerald W. Garber,99.24%,2097,
2015 November General,AUGUSTA COUNTY,015,Member Board of Supervisors - 2 Year Term (MIDDLE RIVER DISTRICT),1,Write In,0.76%,16,
2015 November General,AUGUSTA COUNTY,015,Member Board of Supervisors - 2 Year Term (PASTURES DISTRICT),1,Christopher E. Morrison,47.87%,1178,
2015 November General,AUGUSTA COUNTY,015,Member Board of Supervisors - 2 Year Term (PASTURES DISTRICT),1,"Tracy C. Pyles, Jr.",51.97%,1279,
2015 November General,AUGUSTA COUNTY,015,Member Board of Supervisors - 2 Year Term (PASTURES DISTRICT),1,Write In,0.16%,4,
2015 November General,AUGUSTA COUNTY,015,Member Board of Supervisors (NORTH RIVER DISTRICT),1,Marshall W. Pattie,70.86%,2074,
2015 November General,AUGUSTA COUNTY,015,Member Board of Supervisors (NORTH RIVER DISTRICT),1,Stephen R. Morris,28.94%,847,
2015 November General,AUGUSTA COUNTY,015,Member Board of Supervisors (NORTH RIVER DISTRICT),1,Write In,0.20%,6,
2015 November General,AUGUSTA COUNTY,015,Member Board of Supervisors (RIVERHEADS DISTRICT),1,Michael L. Shull,96.93%,2301,
2015 November General,AUGUSTA COUNTY,015,Member Board of Supervisors (RIVERHEADS DISTRICT),1,Write In,3.07%,73,
2015 November General,AUGUSTA COUNTY,015,Member Board of Supervisors (SOUTH RIVER DISTRICT),1,Carolyn S. Bragg,99.02%,2234,
2015 November General,AUGUSTA COUNTY,015,Member Board of Supervisors (SOUTH RIVER DISTRICT),1,Write In,0.98%,22,
2015 November General,AUGUSTA COUNTY,015,Member Board of Supervisors (WAYNE DISTRICT),1,Wendell L. Coleman,71.85%,1825,
2015 November General,AUGUSTA COUNTY,015,Member Board of Supervisors (WAYNE DISTRICT),1,John Henry Graves,27.83%,707,
2015 November General,AUGUSTA COUNTY,015,Member Board of Supervisors (WAYNE DISTRICT),1,Write In,0.31%,8,
2015 November General,AUGUSTA COUNTY,015,Member School Board - 2 Year Term (BEVERLEY MANOR DISTRICT),1,Jeremy L. Shifflett,100.00%,256,
2015 November General,AUGUSTA COUNTY,015,Member School Board - 2 Year Term (BEVERLEY MANOR DISTRICT),1,Write In,0.00%,0,
2015 November General,AUGUSTA COUNTY,015,Member School Board - 2 Year Term (MIDDLE RIVER DISTRICT),1,David R. Shiflett,99.57%,2061,
2015 November General,AUGUSTA COUNTY,015,Member School Board - 2 Year Term (MIDDLE RIVER DISTRICT),1,Write In,0.43%,9,
2015 November General,AUGUSTA COUNTY,015,Member School Board - 2 Year Term (PASTURES DISTRICT),1,"John L. Ocheltree, Jr.",99.24%,2085,
2015 November General,AUGUSTA COUNTY,015,Member School Board - 2 Year Term (PASTURES DISTRICT),1,Write In,0.76%,16,
2015 November General,AUGUSTA COUNTY,015,Member School Board (NORTH RIVER DISTRICT),1,Nicholas T. Collins,99.41%,2519,
2015 November General,AUGUSTA COUNTY,015,Member School Board (NORTH RIVER DISTRICT),1,Write In,0.59%,15,
2015 November General,AUGUSTA COUNTY,015,Member School Board (RIVERHEADS DISTRICT),1,John M. Ward,100.00%,589,
2015 November General,AUGUSTA COUNTY,015,Member School Board (RIVERHEADS DISTRICT),1,Write In,0.00%,0,
2015 November General,AUGUSTA COUNTY,015,Member School Board (SOUTH RIVER DISTRICT),1,Timothy Ray Quillen,99.27%,2176,
2015 November General,AUGUSTA COUNTY,015,Member School Board (SOUTH RIVER DISTRICT),1,Write In,0.73%,16,
2015 November General,AUGUSTA COUNTY,015,Member School Board (WAYNE DISTRICT),1,Timothy Z. Swortzel,99.52%,2265,
2015 November General,AUGUSTA COUNTY,015,Member School Board (WAYNE DISTRICT),1,Write In,0.48%,11,
2015 November General,BATH COUNTY,017,Member Senate of Virginia (025),1,R. Creigh Deeds,99.15%,1288,Democratic
2015 November General,BATH COUNTY,017,Member Senate of Virginia (025),1,Write In,0.85%,11,Write-In
2015 November General,BATH COUNTY,017,Member House of Delegates (024),1,Ellen M. Arthur,32.03%,474,Democratic
2015 November General,BATH COUNTY,017,Member House of Delegates (024),1,Ben L. Cline,67.97%,1006,Republican
2015 November General,BATH COUNTY,017,Member House of Delegates (024),1,Write In,0.00%,0,Write-In
2015 November General,BATH COUNTY,017,Clerk of Court (BATH COUNTY),1,Annette T. Loan,60.16%,915,
2015 November General,BATH COUNTY,017,Clerk of Court (BATH COUNTY),1,Donna M. Weaver,39.78%,605,
2015 November General,BATH COUNTY,017,Clerk of Court (BATH COUNTY),1,Write In,0.07%,1,
2015 November General,BATH COUNTY,017,Commonwealth's Attorney (BATH COUNTY),1,John C. Singleton,99.55%,1330,
2015 November General,BATH COUNTY,017,Commonwealth's Attorney (BATH COUNTY),1,Write In,0.45%,6,
2015 November General,BATH COUNTY,017,Sheriff (BATH COUNTY),1,Robert W. Plecker,98.37%,1386,
2015 November General,BATH COUNTY,017,Sheriff (BATH COUNTY),1,Write In,1.63%,23,
2015 November General,BATH COUNTY,017,Commissioner of Revenue (BATH COUNTY),1,Angel M. Grimm,71.90%,1095,
2015 November General,BATH COUNTY,017,Commissioner of Revenue (BATH COUNTY),1,Crystal L. Salvatore,28.04%,427,
2015 November General,BATH COUNTY,017,Commissioner of Revenue (BATH COUNTY),1,Write In,0.07%,1,
2015 November General,BATH COUNTY,017,Treasurer (BATH COUNTY),1,Pamela H. Webb,100.00%,1438,
2015 November General,BATH COUNTY,017,Treasurer (BATH COUNTY),1,Write In,0.00%,0,
2015 November General,BATH COUNTY,017,Soil and Water Conservation Director Mountain District (BATH COUNTY),2,L. Ryan Hodges III,62.98%,1089,
2015 November General,BATH COUNTY,017,Soil and Water Conservation Director Mountain District (BATH COUNTY),2,Floyd C. McCoy Jr.,36.73%,635,
2015 November General,BATH COUNTY,017,Soil and Water Conservation Director Mountain District (BATH COUNTY),2,Write In,0.29%,5,
2015 November General,BATH COUNTY,017,Member Board of Supervisors (CEDAR CREEK DISTRICT),1,Claire A. Collins,97.62%,205,
2015 November General,BATH COUNTY,017,Member Board of Supervisors (CEDAR CREEK DISTRICT),1,Write In,2.38%,5,
2015 November General,BATH COUNTY,017,Member Board of Supervisors (MILLBORO DISTRICT),1,Eddy T. Hicklin,100.00%,288,
2015 November General,BATH COUNTY,017,Member Board of Supervisors (MILLBORO DISTRICT),1,Write In,0.00%,0,
2015 November General,BATH COUNTY,017,Member Board of Supervisors (VALLEY SPRINGS DISTRICT),1,Richard B. Byrd,98.63%,288,
2015 November General,BATH COUNTY,017,Member Board of Supervisors (VALLEY SPRINGS DISTRICT),1,Write In,1.37%,4,
2015 November General,BATH COUNTY,017,Member Board of Supervisors (WARM SPRINGS DISTRICT),1,"P.B. ""Bart"" Perdue",48.44%,171,
2015 November General,BATH COUNTY,017,Member Board of Supervisors (WARM SPRINGS DISTRICT),1,Matthew S. Ratcliffe,51.56%,182,
2015 November General,BATH COUNTY,017,Member Board of Supervisors (WARM SPRINGS DISTRICT),1,Write In,0.00%,0,
2015 November General,BATH COUNTY,017,Member Board of Supervisors (WILLIAMSVILLE DISTRICT),1,Stuart L. Hall,40.80%,122,
2015 November General,BATH COUNTY,017,Member Board of Supervisors (WILLIAMSVILLE DISTRICT),1,Lisa K. Hamilton,38.46%,115,
2015 November General,BATH COUNTY,017,Member Board of Supervisors (WILLIAMSVILLE DISTRICT),1,Rocklynn J. Phillips,20.74%,62,
