State,Office.Level,Body.Name,Body_Represents_State,Body_Represents_County,Body_Represents_Muni,Office.Name,Official.Name,Official.Party,locality,votes
VA,City,,VA,,Covington City,Commonwealth's Attorney (ALLEGHANY COUNTY-COVINGTON CITY),Edward K. Stein,,Covington City,828
VA,County,Fairfax County Board of Supervisors,VA,Fairfax County,,Member Board of Supervisors (MASON DISTRICT),"Penelope A. ""Penny"" Gross",,Fairfax County,9284
VA,County,,VA,Augusta County,,Commissioner of Revenue (AUGUSTA COUNTY),W. Jean Shrewsbury,,Augusta County,15630
VA,County,Mecklenburg County Board of Supervisors,VA,Mecklenburg County,,Member Board of Supervisors (DISTRICT 3),"Evans D. ""Dan"" Tanner, Jr.",,Mecklenburg County,272
VA,County,,VA,Pulaski County,,Sheriff (PULASKI COUNTY),"James A. ""Jim"" Davis",,Pulaski County,5645
VA,County,,VA,Orange County,,Soil and Water Conservation Director Culpeper District (ORANGE COUNTY),Robert A. Bradford,,Orange County,4925
VA,County,,VA,Middlesex County,,Treasurer (MIDDLESEX COUNTY),Betty S. Bray,,Middlesex County,3124
VA,County,Fairfax County Board of Supervisors,VA,Fairfax County,,Member Board of Supervisors (PROVIDENCE DISTRICT),Linda Q. Smyth,,Fairfax County,13142
VA,County,,VA,Warren County,,Sheriff (WARREN COUNTY),Daniel T. McEathron,,Warren County,5411
VA,County,,VA,Nottoway County,,Sheriff (NOTTOWAY COUNTY),Larry J. Parrish,,Nottoway County,3412
VA,County,Nottoway County Board of Supervisors,VA,Nottoway County,,Member Board of Supervisors (DISTRICT 2),Gary L. Simmons,,Nottoway County,628
VA,County,,VA,Arlington County,,Commonwealth's Attorney (ARLINGTON COUNTY-FALLS CHURCH CITY),Theo K. Stamos,,Arlington County,30068
VA,County,Henrico County Board of Supervisors,VA,Henrico County,,Member Board of Supervisors (THREE CHOPT DISTRICT),"Thomas M. ""Tommy"" Branin",,Henrico County,6405
VA,County,Grayson County School Board,VA,Grayson County,,Member School Board (PROVIDENCE DISTRICT),Randy L. Shinault,,Grayson County,522
VA,County,,VA,Isle Of Wight County,,Sheriff (ISLE OF WIGHT COUNTY),Mark A. Marshall,,Isle Of Wight County,6563
VA,County,Northumberland County School Board,VA,Northumberland County,,Member School Board (DISTRICT 4),Betty B. Christopher,,Northumberland County,659
VA,County,Lunenburg County Board of Supervisors,VA,Lunenburg County,,Member Board of Supervisors (DISTRICT 5),Edward W. Pennington,,Lunenburg County,328
VA,County,Richmond County Board of Supervisors,VA,Richmond County,,Member Board of Supervisors (DISTRICT 5),F. Lee Sanders,,Richmond County,295
VA,County,Montgomery County Board of Supervisors,VA,Montgomery County,,Member Board of Supervisors (DISTRICT B),Christopher A. Tuck,,Montgomery County,2173
VA,County,,VA,Louisa County,,Sheriff (LOUISA COUNTY),Ashland D. Fortune,,Louisa County,4690
VA,County,Augusta County Board of Supervisors,VA,Augusta County,,Member Board of Supervisors - 2 Year Term (BEVERLEY MANOR DISTRICT),"Terry L. Kelley, Jr.",,Augusta County,1569
VA,County,,VA,Page County,,Soil and Water Conservation Director Shenandoah Valley District (PAGE COUNTY),Linda Sours Campbell,,Page County,4653
VA,County,Augusta County School Board,VA,Augusta County,,Member School Board (SOUTH RIVER DISTRICT),Timothy Ray Quillen,,Augusta County,2176
VA,County,,VA,Henry County,,Clerk of Court (HENRY COUNTY),Jennifer R. Ashworth,,Henry County,10006
VA,County,,VA,Northumberland County,,Sheriff (NORTHUMBERLAND COUNTY),"James R.  ""Doc"" Lyons",,Northumberland County,2895
VA,County,,VA,Carroll County,,Clerk of Court (CARROLL COUNTY-GALAX CITY),Gerald R. Goad,,Carroll County,2508
VA,County,,VA,Amherst County,,Clerk of Court (AMHERST COUNTY),Deborah Coffey Mozingo,,Amherst County,5343
VA,County,,VA,Mathews County,,Commonwealth's Attorney (MATHEWS COUNTY),Tom C. Bowen III,,Mathews County,2447
VA,County,,VA,Botetourt County,,Member Town Council - Special (FINCASTLE),"W. B. ""Bill"" Gaul",,Botetourt County,58
VA,County,,VA,Stafford County,,Sheriff (STAFFORD COUNTY),"David P. ""DP"" Decatur Jr.",,Stafford County,16614
VA,County,Augusta County Board of Supervisors,VA,Augusta County,,Member Board of Supervisors (SOUTH RIVER DISTRICT),Carolyn S. Bragg,,Augusta County,2234
VA,County,,VA,Madison County,,Soil and Water Conservation Director Culpeper District (MADISON COUNTY),Lynn N. Graves,,Madison County,2585
VA,County,Lunenburg County School Board,VA,Lunenburg County,,Member School Board (DISTRICT 5),Elizabeth R. Williams,,Lunenburg County,313
VA,County,,VA,Amelia County,,Commonwealth's Attorney (AMELIA COUNTY),Lee Randolph Harrison,,Amelia County,3389
VA,County,,VA,Amherst County,,Commissioner of Revenue (AMHERST COUNTY),Jane L. Irby,,Amherst County,6422
VA,County,Accomack County Board of Supervisors,VA,Accomack County,,Member Board of Supervisors (DISTRICT 9),C. Reneta Major,,Accomack County,792
VA,County,,VA,Hanover County,,Commissioner of Revenue (HANOVER COUNTY),T. Scott Harris,,Hanover County,18874
VA,County,Prince Edward County Board of Supervisors,VA,Prince Edward County,,Member Board of Supervisors (DISTRICT 2),Robert M. Jones,,Prince Edward County,468
VA,County,King & Queen County School Board,VA,King & Queen County,,Member School Board (BUENA VISTA DISTRICT),Shannon L. Amos,,King & Queen County,31
VA,County,,VA,Lunenburg County,,Clerk of Court (LUNENBURG COUNTY),Gordon F. Erby,,Lunenburg County,1856
VA,County,Augusta County Board of Supervisors,VA,Augusta County,,Member Board of Supervisors (NORTH RIVER DISTRICT),Marshall W. Pattie,,Augusta County,2074
VA,County,,VA,Accomack County,,Treasurer (ACCOMACK COUNTY),Dana T. Bundick,,Accomack County,6313
VA,County,,VA,Buckingham County,,Soil and Water Conservation Director Peter Francisco District (BUCKINGHAM COUNTY),"James F. McDaniel, Jr.",,Buckingham County,1413
VA,County,Gloucester County Board of Supervisors,VA,Gloucester County,,Member Board of Supervisors (ABINGDON DISTRICT),Robert J. Orth,,Gloucester County,1156
VA,County,Wise County Board of Supervisors,VA,Wise County,,Member Board of Supervisors (DISTRICT TWO),Steve E. Bates,,Wise County,1464
VA,County,Botetourt County School Board,VA,Botetourt County,,Member School Board (BLUE RIDGE DISTRICT),D. Scott Swortzel,,Botetourt County,993
VA,County,,VA,Greene County,,Treasurer (GREENE COUNTY),Stephanie Allen Deal,,Greene County,4711
VA,County,Buckingham County School Board,VA,Buckingham County,,Member School Board (DISTRICT 4),"Russell P. ""Pete"" Gowin",,Buckingham County,273
VA,County,,VA,Hanover County,,Sheriff (HANOVER COUNTY),David R. Hines,,Hanover County,19367
VA,County,Loudoun County Board of Supervisors,VA,Loudoun County,,Member Board of Supervisors (STERLING DISTRICT),Koran T. Saines,,Loudoun County,3251
VA,County,,VA,Mecklenburg County,,Commissioner of Revenue (MECKLENBURG COUNTY),"Joseph E. ""Ed"" Taylor",,Mecklenburg County,5998
VA,County,Washington County Board of Supervisors,VA,Washington County,,Member Board of Supervisors (DISTRICT F),Saul A. Hernandez,,Washington County,1286
VA,County,Wythe County School Board,VA,Wythe County,,Member School Board (DISTRICT 4),Write In,,Wythe County,539
VA,County,,VA,Lunenburg County,,Soil and Water Conservation Director Southside District (LUNENBURG COUNTY),Mark L. Palmer,,Lunenburg County,1667
VA,County,Pittsylvania County Board of Supervisors,VA,Pittsylvania County,,Member Board of Supervisors (CHATHAM-BLAIRS DISTRICT),"Robert ""Bob"" Warren",,Pittsylvania County,2058
VA,County,,VA,Amherst County,,Soil and Water Conservation Director Robert E. Lee District (AMHERST COUNTY),Barry L. Lobb,,Amherst County,4125
VA,County,Powhatan County School Board,VA,Powhatan County,,Member School Board (DISTRICT 3),Valarie C. Ayers,,Powhatan County,813
VA,County,King William County School Board,VA,King William County,,Member School Board At Large (KING WILLIAM COUNTY),Bryan K. Major,,King William County,2687
VA,County,,VA,Clarke County,,Member Town Council - Boyce (BOYCE),Laurel W. Greene,,Clarke County,85
VA,County,,VA,Clarke County,,Member Town Council - Boyce (BOYCE),Ruth A. Hayes,,Clarke County,85
VA,County,Page County Board of Supervisors,VA,Page County,,Member Board of Supervisors (DISTRICT 2),C. David Wiatrowski,,Page County,741
VA,County,Montgomery County Board of Supervisors,VA,Montgomery County,,Member Board of Supervisors (DISTRICT E),Darrell O. Sheppard,,Montgomery County,1013
VA,County,,VA,Wythe County,,Commissioner of Revenue (WYTHE COUNTY),Faye Hudson Barker,,Wythe County,6696
VA,County,,VA,Montgomery County,,Commonwealth's Attorney (MONTGOMERY COUNTY),Mary K. Pettitt,,Montgomery County,15565
VA,County,,VA,Mecklenburg County,,Soil and Water Conservation Director Lake Country District (MECKLENBURG COUNTY),"Samuel D. Piercy, Jr.",,Mecklenburg County,4058
VA,County,,VA,Rappahannock County,,Soil and Water Conservation Director Culpeper District (RAPPAHANNOCK COUNTY),Mike Peterson,,Rappahannock County,1231
VA,County,York County Board of Supervisors,VA,York County,,Member Board of Supervisors (DISTRICT 5),Thomas G. Shepperd Jr.,,York County,1969
VA,County,,VA,Orange County,,Treasurer (ORANGE COUNTY),Dawn M. Watson,,Orange County,5866
VA,County,Patrick County Board of Supervisors,VA,Patrick County,,Member Board of Supervisors (MAYO RIVER DISTRICT),"W. L. ""Lock"" Boyce",,Patrick County,402
VA,County,Northumberland County School Board,VA,Northumberland County,,Member School Board (DISTRICT 5),Gayle Haynie Sterrett,,Northumberland County,682
VA,County,,VA,Northumberland County,,Commonwealth's Attorney (NORTHUMBERLAND COUNTY),Jane Blackwell Wrightson,,Northumberland County,3881
VA,County,,VA,Giles County,,Sheriff (GILES COUNTY),W. Morgan Millirons,,Giles County,3580
VA,County,Loudoun County Board of Supervisors,VA,Loudoun County,,Member Board of Supervisors (LEESBURG DISTRICT),Kristen C. Umstattd,,Loudoun County,4426
VA,County,,VA,Mecklenburg County,,Sheriff (MECKLENBURG COUNTY),"R.W. ""Bobby"" Hawkins, Jr.",,Mecklenburg County,5578
VA,County,Pittsylvania County Board of Supervisors,VA,Pittsylvania County,,Member Board of Supervisors (CALLANDS-GRETNA DISTRICT),Jerry Allen Hagerman,,Pittsylvania County,1166
VA,County,Charles City County School Board,VA,Charles City County,,Member School Board (DISTRICT ONE),Helen Payne-Jones,,Charles City County,393
VA,County,Henrico County Board of Supervisors,VA,Henrico County,,Member Board of Supervisors (BROOKLAND DISTRICT),"Richard W. ""Dick"" Glover",,Henrico County,7475
VA,County,,VA,Gloucester County,,Soil and Water Conservation Director Tidewater District (GLOUCESTER COUNTY),A. Keith Horsley,,Gloucester County,4596
VA,County,,VA,Goochland County,,Commonwealth's Attorney (GOOCHLAND COUNTY),Claiborne H. Stokes Jr.,,Goochland County,4534
VA,County,Dinwiddie County School Board,VA,Dinwiddie County,,Member School Board (DISTRICT 2),William Roy Haney,,Dinwiddie County,659
VA,County,Highland County School Board,VA,Highland County,,Member School Board At Large (HIGHLAND COUNTY),Joseph T. Neil,,Highland County,981
VA,County,,VA,New Kent County,,Treasurer (NEW KENT COUNTY),Norma C. Holmes,,New Kent County,4046
VA,County,,VA,Culpeper County,,Treasurer (CULPEPER COUNTY),David L. DeJarnette,,Culpeper County,8948
VA,County,Henrico County School Board,VA,Henrico County,,Member School Board (VARINA DISTRICT),John Montgomery ,,Henrico County,5705
VA,City,Harrisonburg City School Board,VA,,Harrisonburg City,Member School Board - West District Special (HARRISONBURG CITY),Tom D. Domonoske,,Harrisonburg City,2745
VA,County,Spotsylvania County School Board,VA,Spotsylvania County,,Member School Board (CHANCELLOR DISTRICT),Dawn Shelley,,Spotsylvania County,2548
VA,County,Surry County Board of Supervisors,VA,Surry County,,Member Board of Supervisors (CARSLEY DISTRICT),Kenneth R. Holmes,,Surry County,442
VA,County,Page County Board of Supervisors,VA,Page County,,Member Board of Supervisors (DISTRICT 3),Mark A. Stroupe,,Page County,1042
VA,County,Buckingham County Board of Supervisors,VA,Buckingham County,,Member Board of Supervisors (DISTRICT 2),"Donald E. ""Donnie"" Bryan",,Buckingham County,189
VA,County,Middlesex County Board of Supervisors,VA,Middlesex County,,Member Board of Supervisors (JAMAICA DISTRICT),"Wayne H. Jessie, Sr.",,Middlesex County,523
VA,County,Nelson County Board of Supervisors,VA,Nelson County,,Member Board of Supervisors (WEST DISTRICT),"Thomas H. Bruguiere, Jr.",,Nelson County,732
VA,County,Appomattox County School Board,VA,Appomattox County,,Member School Board (WRECK ISLAND DISTRICT),Write In,,Appomattox County,94
VA,City,,VA,,Emporia City,Clerk of Court (EMPORIA CITY-GREENSVILLE COUNTY),"Robert C. ""Bobby"" Wrenn",,Emporia City,887
VA,County,,VA,Spotsylvania County,,Commonwealth's Attorney (SPOTSYLVANIA COUNTY),Travis Bird,,Spotsylvania County,10832
VA,County,,VA,Fauquier County,,Sheriff (FAUQUIER COUNTY),"Robert P. ""Bob"" Mosier",,Fauquier County,7661
VA,County,Halifax County School Board,VA,Halifax County,,Member School Board (DISTRICT 5),Freddie M. Edmunds ,,Halifax County,834
VA,County,Pulaski County Board of Supervisors,VA,Pulaski County,,Member Board of Supervisors (MASSIE DISTRICT),"H. A. ""Andy"" McCready",,Pulaski County,813
VA,County,,VA,Richmond County,,Sheriff (RICHMOND COUNTY),Steve B. Smith,,Richmond County,1904
VA,County,,VA,Alleghany County,,Clerk of Court (ALLEGHANY COUNTY-COVINGTON CITY),Debra N. Byer,,Alleghany County,2872
VA,County,James City County Board of Supervisors,VA,James City County,,Member Board of Supervisors (BERKELEY DISTRICT),Ruth M. Larson,,James City County,2775
VA,County,Buckingham County School Board,VA,Buckingham County,,Member School Board (DISTRICT 7),Theresa D. Bryant,,Buckingham County,174
VA,County,Dinwiddie County School Board,VA,Dinwiddie County,,Member School Board (DISTRICT 1),Teresa Stump,,Dinwiddie County,1124
VA,County,,VA,Rockingham County,,Member Town Council - Broadway (BROADWAY),Douglas W. Harpine,,Rockingham County,466
VA,County,,VA,Sussex County,,Clerk of Court (SUSSEX COUNTY),Gary M. Williams ,,Sussex County,2455
VA,County,,VA,Mathews County,,Soil and Water Conservation Director Tidewater District (MATHEWS COUNTY),"Robert T. Respess, Jr.",,Mathews County,1923
VA,County,,VA,Powhatan County,,Clerk of Court (POWHATAN COUNTY),Teresa Hash Dobbins,,Powhatan County,6049
VA,County,,VA,Loudoun County,,Treasurer (LOUDOUN COUNTY),"H. Roger Zurn, Jr.",,Loudoun County,46091
VA,County,Essex County School Board,VA,Essex County,,Member School Board (SOUTH DISTRICT),"Raymond Whitaker, Sr.",,Essex County,505
VA,County,Stafford County Board of Supervisors,VA,Stafford County,,Member Board of Supervisors (GEORGE WASHINGTON DISTRICT),"Robert M.""Bob""Thomas, Jr.",,Stafford County,2586
VA,County,,VA,Goochland County,,Soil and Water Conservation Director Monacan District (GOOCHLAND COUNTY),Ronald F. Nuckols,,Goochland County,3691
VA,County,Washington County School Board,VA,Washington County,,Member School Board (DISTRICT C),"Douglas E. ""Doug"" Arnold",,Washington County,1955
VA,County,,VA,Warren County,,Clerk of Court (WARREN COUNTY),Daryl L. Funk,,Warren County,3473
VA,City,,VA,,Franklin City,Clerk of Court (FRANKLIN CITY-SOUTHAMPTON COUNTY),"Richard L. ""Rick""  Francis",,Franklin City,600
VA,City,,VA,,Williamsburg City,Soil and Water Conservation Director Colonial District (WILLIAMSBURG CITY),Colleen V. Heberle,,Williamsburg City,1829
VA,County,,VA,Prince William County,,Sheriff (MANASSAS CITY-MANASSAS PARK CITY-PRINCE WILLIAM COUNTY),"Glendell ""Glen"" Hill",,Prince William County,56912
VA,County,Henry County School Board,VA,Henry County,,Member School Board (REED CREEK DISTRICT),"Bessie S. ""Betsy"" Mattox",,Henry County,1754
VA,County,Buchanan County School Board,VA,Buchanan County,,Member School Board (ROCKLICK DISTRICT),Heath B. Harrison,,Buchanan County,564
VA,City,,VA,,Poquoson City,Commonwealth's Attorney (POQUOSON CITY-YORK COUNTY),"Benjamin M. ""Ben"" Hahn",,Poquoson City,1821
VA,County,,VA,Halifax County,,Soil and Water Conservation Director Halifax District (HALIFAX COUNTY),W. Page Wilkerson,,Halifax County,4488
VA,County,,VA,Fluvanna County,,Clerk of Court (FLUVANNA COUNTY),Tristana Pace Treadway,,Fluvanna County,1951
VA,City,,VA,,Poquoson City,Sheriff (POQUOSON CITY-YORK COUNTY),"J. D. ""Danny"" Diggs",,Poquoson City,1847
VA,County,Scott County School Board,VA,Scott County,,Member School Board (DISTRICT 3),Linda Dockery Gillenwater,,Scott County,793
